Rule,Pattern,Relation1,Relation2,Relation3,Count,Body_Count,Support,Confidence
"granddaughterOf(A,B) ∧ grandsonOf(C,B) → girlCousinOf(A,C)",A→[granddaughterOf]B←[grandsonOf]C ⇒ A→[girlCousinOf]C,granddaughterOf,grandsonOf,girlCousinOf,418,634,0.030243831850083207,0.6593059936908517
"greatUncleOf(A,B) ∧ secondAuntOf(C,B) → fatherOf(A,C)",A→[greatUncleOf]B←[secondAuntOf]C ⇒ A→[fatherOf]C,greatUncleOf,secondAuntOf,fatherOf,65,99,0.004702988206352652,0.6565656565656566
"secondAuntOf(A,B) ∧ grandfatherOf(C,B) → nieceOf(A,C)",A→[secondAuntOf]B←[grandfatherOf]C ⇒ A→[nieceOf]C,secondAuntOf,grandfatherOf,nieceOf,86,131,0.006222415165328124,0.6564885496183206
"secondUncleOf(A,B) ∧ greatUncleOf(C,B) → sonOf(A,C)",A→[secondUncleOf]B←[greatUncleOf]C ⇒ A→[sonOf]C,secondUncleOf,greatUncleOf,sonOf,40,61,0.002894146588524709,0.6557377049180327
"girlCousinOf(A,B) ∧ boyCousinOf(C,B) → girlCousinOf(A,C)",A→[girlCousinOf]B←[boyCousinOf]C ⇒ A→[girlCousinOf]C,girlCousinOf,boyCousinOf,girlCousinOf,184,281,0.01331307430721366,0.6548042704626335
"secondUncleOf(A,B) ∧ secondAuntOf(C,B) → boyCousinOf(A,C)",A→[secondUncleOf]B←[secondAuntOf]C ⇒ A→[boyCousinOf]C,secondUncleOf,secondAuntOf,boyCousinOf,48,74,0.0034729759062296505,0.6486486486486487
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → fatherOf(A,C)",A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A→[fatherOf]C,grandsonOf,greatGranddaughterOf,fatherOf,276,430,0.01996961146082049,0.641860465116279
"girlFirstCousinOnceRemovedOf(A,B) ∧ auntOf(C,B) → granddaughterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[auntOf]C ⇒ A→[granddaughterOf]C,girlFirstCousinOnceRemovedOf,auntOf,granddaughterOf,55,87,0.003979451559221475,0.632183908045977
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → fatherOf(A,C)",A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A→[fatherOf]C,grandsonOf,greatGrandsonOf,fatherOf,314,500,0.022719050719918962,0.628
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → fatherOf(A,C)",A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A→[fatherOf]C,secondUncleOf,girlSecondCousinOf,fatherOf,25,40,0.001808841617827943,0.625
"greatAuntOf(A,B) ∧ grandmotherOf(C,B) → sisterOf(A,C)",A→[greatAuntOf]B←[grandmotherOf]C ⇒ A→[sisterOf]C,greatAuntOf,grandmotherOf,sisterOf,112,180,0.008103610447869185,0.6222222222222222
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → fatherOf(A,C)",A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[fatherOf]C,boyCousinOf,boyFirstCousinOnceRemovedOf,fatherOf,89,144,0.006439476159467477,0.6180555555555556
"fatherOf(A,B) ∧ grandmotherOf(C,B) → sonOf(A,C)",A→[fatherOf]B←[grandmotherOf]C ⇒ A→[sonOf]C,fatherOf,grandmotherOf,sonOf,204,331,0.014760147601476014,0.6163141993957704
"secondAuntOf(A,B) ∧ secondAuntOf(C,B) → girlCousinOf(A,C)",A→[secondAuntOf]B←[secondAuntOf]C ⇒ A→[girlCousinOf]C,secondAuntOf,secondAuntOf,girlCousinOf,52,85,0.0037623905650821213,0.611764705882353
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → girlCousinOf(A,C)",A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[girlCousinOf]C,girlSecondCousinOf,boySecondCousinOf,girlCousinOf,11,18,0.0007958903118442949,0.6111111111111112
"boySecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → boyCousinOf(A,C)",A→[boySecondCousinOf]B←[girlSecondCousinOf]C ⇒ A→[boyCousinOf]C,boySecondCousinOf,girlSecondCousinOf,boyCousinOf,11,18,0.0007958903118442949,0.6111111111111112
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → fatherOf(A,C)",A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[fatherOf]C,boyCousinOf,girlFirstCousinOnceRemovedOf,fatherOf,69,113,0.004992402865205123,0.6106194690265486
"grandmotherOf(A,B) ∧ greatUncleOf(C,B) → sisterOf(A,C)",A→[grandmotherOf]B←[greatUncleOf]C ⇒ A→[sisterOf]C,grandmotherOf,greatUncleOf,sisterOf,104,175,0.007524781130164243,0.5942857142857143
"secondAuntOf(A,B) ∧ greatAuntOf(C,B) → daughterOf(A,C)",A→[secondAuntOf]B←[greatAuntOf]C ⇒ A→[daughterOf]C,secondAuntOf,greatAuntOf,daughterOf,66,113,0.00477534187106577,0.584070796460177
"secondAuntOf(A,B) ∧ greatUncleOf(C,B) → daughterOf(A,C)",A→[secondAuntOf]B←[greatUncleOf]C ⇒ A→[daughterOf]C,secondAuntOf,greatUncleOf,daughterOf,37,64,0.0026770855943853557,0.578125
"girlSecondCousinOf(A,B) ∧ motherOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlSecondCousinOf]B←[motherOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlSecondCousinOf,motherOf,girlFirstCousinOnceRemovedOf,19,33,0.0013747196295492367,0.5757575757575758
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlFirstCousinOnceRemovedOf,girlCousinOf,girlFirstCousinOnceRemovedOf,63,111,0.0045582808769264165,0.5675675675675675
"girlCousinOf(A,B) ∧ auntOf(C,B) → daughterOf(A,C)",A→[girlCousinOf]B←[auntOf]C ⇒ A→[daughterOf]C,girlCousinOf,auntOf,daughterOf,178,315,0.012878952318934954,0.5650793650793651
"grandmotherOf(A,B) ∧ greatGrandfatherOf(C,B) → daughterOf(A,C)",A→[grandmotherOf]B←[greatGrandfatherOf]C ⇒ A→[daughterOf]C,grandmotherOf,greatGrandfatherOf,daughterOf,277,492,0.02004196512553361,0.5630081300813008
"auntOf(A,B) ∧ boyCousinOf(C,B) → motherOf(A,C)",A→[auntOf]B←[boyCousinOf]C ⇒ A→[motherOf]C,auntOf,boyCousinOf,motherOf,186,331,0.013457781636639896,0.5619335347432024
"nephewOf(A,B) ∧ sisterOf(C,B) → sonOf(A,C)",A→[nephewOf]B←[sisterOf]C ⇒ A→[sonOf]C,nephewOf,sisterOf,sonOf,161,288,0.011648940018811952,0.5590277777777778
"boyCousinOf(A,B) ∧ uncleOf(C,B) → sonOf(A,C)",A→[boyCousinOf]B←[uncleOf]C ⇒ A→[sonOf]C,boyCousinOf,uncleOf,sonOf,116,209,0.008393025106721656,0.5550239234449761
"sisterOf(A,B) ∧ nephewOf(C,B) → motherOf(A,C)",A→[sisterOf]B←[nephewOf]C ⇒ A→[motherOf]C,sisterOf,nephewOf,motherOf,215,400,0.01555603791332031,0.5375
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → motherOf(A,C)",A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[motherOf]C,girlCousinOf,girlFirstCousinOnceRemovedOf,motherOf,72,135,0.005209463859344476,0.5333333333333333
"greatAuntOf(A,B) ∧ secondUncleOf(C,B) → motherOf(A,C)",A→[greatAuntOf]B←[secondUncleOf]C ⇒ A→[motherOf]C,greatAuntOf,secondUncleOf,motherOf,65,122,0.004702988206352652,0.5327868852459017
"nieceOf(A,B) ∧ sisterOf(C,B) → daughterOf(A,C)",A→[nieceOf]B←[sisterOf]C ⇒ A→[daughterOf]C,nieceOf,sisterOf,daughterOf,184,349,0.01331307430721366,0.5272206303724928
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → motherOf(A,C)",A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A→[motherOf]C,granddaughterOf,greatGranddaughterOf,motherOf,268,514,0.01939078214311555,0.5214007782101168
"daughterOf(A,B) ∧ grandsonOf(C,B) → motherOf(A,C)",A→[daughterOf]B←[grandsonOf]C ⇒ A→[motherOf]C,daughterOf,grandsonOf,motherOf,238,460,0.017220172201722016,0.5173913043478261
"grandmotherOf(A,B) ∧ greatAuntOf(C,B) → sisterOf(A,C)",A→[grandmotherOf]B←[greatAuntOf]C ⇒ A→[sisterOf]C,grandmotherOf,greatAuntOf,sisterOf,112,222,0.008103610447869185,0.5045045045045045
"greatUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → greatUncleOf(A,C)",A→[greatUncleOf]B←[girlSecondCousinOf]C ⇒ A→[greatUncleOf]C,greatUncleOf,girlSecondCousinOf,greatUncleOf,19,38,0.0013747196295492367,0.5
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → sonOf(A,C)",A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A→[sonOf]C,greatGrandsonOf,grandsonOf,sonOf,244,498,0.017654294190000724,0.4899598393574297
"motherOf(A,B) ∧ grandmotherOf(C,B) → daughterOf(A,C)",A→[motherOf]B←[grandmotherOf]C ⇒ A→[daughterOf]C,motherOf,grandmotherOf,daughterOf,178,371,0.012878952318934954,0.4797843665768194
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondAuntOf(A,C)",A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[secondAuntOf]C,girlCousinOf,girlFirstCousinOnceRemovedOf,secondAuntOf,63,135,0.0045582808769264165,0.4666666666666667
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → daughterOf(A,C)",A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A→[daughterOf]C,girlSecondCousinOf,secondUncleOf,daughterOf,25,54,0.001808841617827943,0.46296296296296297
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → motherOf(A,C)",A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[motherOf]C,girlCousinOf,boyFirstCousinOnceRemovedOf,motherOf,78,176,0.005643585847623182,0.4431818181818182
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → sonOf(A,C)",A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A→[sonOf]C,boySecondCousinOf,secondUncleOf,sonOf,31,70,0.0022429636061066494,0.44285714285714284
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → daughterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[daughterOf]C,girlFirstCousinOnceRemovedOf,boyCousinOf,daughterOf,65,149,0.004702988206352652,0.436241610738255
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → daughterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[daughterOf]C,girlFirstCousinOnceRemovedOf,girlCousinOf,daughterOf,48,111,0.0034729759062296505,0.43243243243243246
"nieceOf(A,B) ∧ brotherOf(C,B) → daughterOf(A,C)",A→[nieceOf]B←[brotherOf]C ⇒ A→[daughterOf]C,nieceOf,brotherOf,daughterOf,156,362,0.011287171695246364,0.430939226519337
"greatAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → grandmotherOf(A,C)",A→[greatAuntOf]B←[girlSecondCousinOf]C ⇒ A→[grandmotherOf]C,greatAuntOf,girlSecondCousinOf,grandmotherOf,9,21,0.0006511829824180595,0.42857142857142855
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → daughterOf(A,C)",A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A→[daughterOf]C,greatGranddaughterOf,granddaughterOf,daughterOf,198,466,0.014326025613197308,0.4248927038626609
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C)",A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[secondUncleOf]C,boyCousinOf,girlFirstCousinOnceRemovedOf,secondUncleOf,47,113,0.0034006222415165327,0.415929203539823
"secondAuntOf(A,B) ∧ secondUncleOf(C,B) → girlCousinOf(A,C)",A→[secondAuntOf]B←[secondUncleOf]C ⇒ A→[girlCousinOf]C,secondAuntOf,secondUncleOf,girlCousinOf,48,118,0.0034729759062296505,0.4067796610169492
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → motherOf(A,C)",A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A→[motherOf]C,granddaughterOf,greatGrandsonOf,motherOf,236,582,0.017075464872295783,0.4054982817869416
"greatGrandsonOf(A,B) ∧ granddaughterOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[greatGrandsonOf]B←[granddaughterOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,greatGrandsonOf,granddaughterOf,boyFirstCousinOnceRemovedOf,196,486,0.014181318283771073,0.40329218106995884
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → secondUncleOf(A,C)",A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A→[secondUncleOf]C,secondUncleOf,girlSecondCousinOf,secondUncleOf,16,40,0.0011576586354098836,0.4
"grandfatherOf(A,B) ∧ greatGrandmotherOf(C,B) → sonOf(A,C)",A→[grandfatherOf]B←[greatGrandmotherOf]C ⇒ A→[sonOf]C,grandfatherOf,greatGrandmotherOf,sonOf,183,468,0.013240720642500543,0.391025641025641
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[boySecondCousinOf]C,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,boySecondCousinOf,21,54,0.001519426958975472,0.3888888888888889
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → secondAuntOf(A,C)",A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A→[secondAuntOf]C,secondAuntOf,girlSecondCousinOf,secondAuntOf,17,44,0.0012300123001230013,0.38636363636363635
"secondAuntOf(A,B) ∧ boySecondCousinOf(C,B) → motherOf(A,C)",A→[secondAuntOf]B←[boySecondCousinOf]C ⇒ A→[motherOf]C,secondAuntOf,boySecondCousinOf,motherOf,19,50,0.0013747196295492367,0.38
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → secondUncleOf(A,C)",A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A→[secondUncleOf]C,secondUncleOf,boySecondCousinOf,secondUncleOf,18,48,0.001302365964836119,0.375
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → daughterOf(A,C)",A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A→[daughterOf]C,girlSecondCousinOf,secondAuntOf,daughterOf,18,50,0.001302365964836119,0.36
"girlCousinOf(A,B) ∧ uncleOf(C,B) → daughterOf(A,C)",A→[girlCousinOf]B←[uncleOf]C ⇒ A→[daughterOf]C,girlCousinOf,uncleOf,daughterOf,90,251,0.006511829824180595,0.35856573705179284
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → daughterOf(A,C)",A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A→[daughterOf]C,greatGranddaughterOf,grandsonOf,daughterOf,202,566,0.014615440272049779,0.3568904593639576
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → secondUncleOf(A,C)",A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A→[secondUncleOf]C,grandsonOf,greatGranddaughterOf,secondUncleOf,152,430,0.010997757036393893,0.35348837209302325
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[girlSecondCousinOf]C,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,girlSecondCousinOf,21,60,0.001519426958975472,0.35
"boySecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → boyCousinOf(A,C)",A→[boySecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[boyCousinOf]C,boySecondCousinOf,boySecondCousinOf,boyCousinOf,10,29,0.0007235366471311772,0.3448275862068966
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C)",A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[secondUncleOf]C,boyCousinOf,boyFirstCousinOnceRemovedOf,secondUncleOf,49,144,0.003545329570942768,0.3402777777777778
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlSecondCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,17,50,0.0012300123001230013,0.34
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → sonOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[sonOf]C,boyFirstCousinOnceRemovedOf,boyCousinOf,sonOf,55,162,0.003979451559221475,0.3395061728395062
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → secondAuntOf(A,C)",A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A→[secondAuntOf]C,granddaughterOf,greatGrandsonOf,secondAuntOf,196,582,0.014181318283771073,0.33676975945017185
"greatGrandsonOf(A,B) ∧ granddaughterOf(C,B) → sonOf(A,C)",A→[greatGrandsonOf]B←[granddaughterOf]C ⇒ A→[sonOf]C,greatGrandsonOf,granddaughterOf,sonOf,162,486,0.01172129368352507,0.3333333333333333
"boySecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → boySecondCousinOf(A,C)",A→[boySecondCousinOf]B←[girlSecondCousinOf]C ⇒ A→[boySecondCousinOf]C,boySecondCousinOf,girlSecondCousinOf,boySecondCousinOf,6,18,0.0004341219882787063,0.3333333333333333
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → girlSecondCousinOf(A,C)",A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[girlSecondCousinOf]C,girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,6,18,0.0004341219882787063,0.3333333333333333
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,greatGranddaughterOf,granddaughterOf,girlFirstCousinOnceRemovedOf,154,466,0.011142464365820129,0.33047210300429186
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,greatGrandsonOf,grandsonOf,boyFirstCousinOnceRemovedOf,164,498,0.011866001012951306,0.3293172690763052
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → secondUncleOf(A,C)",A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A→[secondUncleOf]C,grandsonOf,greatGrandsonOf,secondUncleOf,164,500,0.011866001012951306,0.328
"girlSecondCousinOf(A,B) ∧ greatAuntOf(C,B) → granddaughterOf(A,C)",A→[girlSecondCousinOf]B←[greatAuntOf]C ⇒ A→[granddaughterOf]C,girlSecondCousinOf,greatAuntOf,granddaughterOf,9,28,0.0006511829824180595,0.32142857142857145
"grandmotherOf(A,B) ∧ greatGrandmotherOf(C,B) → daughterOf(A,C)",A→[grandmotherOf]B←[greatGrandmotherOf]C ⇒ A→[daughterOf]C,grandmotherOf,greatGrandmotherOf,daughterOf,160,504,0.011576586354098835,0.31746031746031744
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlFirstCousinOnceRemovedOf,boyCousinOf,girlFirstCousinOnceRemovedOf,47,149,0.0034006222415165327,0.31543624161073824
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyFirstCousinOnceRemovedOf,boyCousinOf,boyFirstCousinOnceRemovedOf,49,162,0.003545329570942768,0.30246913580246915
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → secondAuntOf(A,C)",A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A→[secondAuntOf]C,granddaughterOf,greatGranddaughterOf,secondAuntOf,154,514,0.011142464365820129,0.29961089494163423
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,girlSecondCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,16,54,0.0011576586354098836,0.2962962962962963
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boyFirstCousinOnceRemovedOf,girlCousinOf,boyFirstCousinOnceRemovedOf,37,131,0.0026770855943853557,0.2824427480916031
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → girlFirstCousinOnceRemovedOf(A,C)",A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A→[girlFirstCousinOnceRemovedOf]C,greatGranddaughterOf,grandsonOf,girlFirstCousinOnceRemovedOf,152,566,0.010997757036393893,0.26855123674911663
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → sonOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A→[sonOf]C,boyFirstCousinOnceRemovedOf,girlCousinOf,sonOf,35,131,0.0025323782649591202,0.26717557251908397
"boySecondCousinOf(A,B) ∧ secondAuntOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[secondAuntOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,11,42,0.0007958903118442949,0.2619047619047619
"boySecondCousinOf(A,B) ∧ secondAuntOf(C,B) → sonOf(A,C)",A→[boySecondCousinOf]B←[secondAuntOf]C ⇒ A→[sonOf]C,boySecondCousinOf,secondAuntOf,sonOf,11,42,0.0007958903118442949,0.2619047619047619
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,18,70,0.001302365964836119,0.2571428571428571
"secondAuntOf(A,B) ∧ boySecondCousinOf(C,B) → secondAuntOf(A,C)",A→[secondAuntOf]B←[boySecondCousinOf]C ⇒ A→[secondAuntOf]C,secondAuntOf,boySecondCousinOf,secondAuntOf,11,50,0.0007958903118442949,0.22
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → secondAuntOf(A,C)",A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[secondAuntOf]C,girlCousinOf,boyFirstCousinOnceRemovedOf,secondAuntOf,37,176,0.0026770855943853557,0.21022727272727273
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[girlSecondCousinOf]C,girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,girlSecondCousinOf,12,64,0.0008682439765574126,0.1875
"greatGranddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → girlSecondCousinOf(A,C)",A→[greatGranddaughterOf]B←[greatGrandsonOf]C ⇒ A→[girlSecondCousinOf]C,greatGranddaughterOf,greatGrandsonOf,girlSecondCousinOf,80,486,0.005788293177049418,0.1646090534979424
"greatGrandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → boySecondCousinOf(A,C)",A→[greatGrandsonOf]B←[greatGranddaughterOf]C ⇒ A→[boySecondCousinOf]C,greatGrandsonOf,greatGranddaughterOf,boySecondCousinOf,80,492,0.005788293177049418,0.16260162601626016
"boySecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → boySecondCousinOf(A,C)",A→[boySecondCousinOf]B←[boySecondCousinOf]C ⇒ A→[boySecondCousinOf]C,boySecondCousinOf,boySecondCousinOf,boySecondCousinOf,4,29,0.0002894146588524709,0.13793103448275862
"greatGrandsonOf(A,B) ∧ greatGrandsonOf(C,B) → boySecondCousinOf(A,C)",A→[greatGrandsonOf]B←[greatGrandsonOf]C ⇒ A→[boySecondCousinOf]C,greatGrandsonOf,greatGrandsonOf,boySecondCousinOf,56,416,0.0040518052239345926,0.1346153846153846
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[boySecondCousinOf]C,boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,boySecondCousinOf,8,69,0.0005788293177049418,0.11594202898550725
