Rule,Pattern,Rel_B_to_A,Rel_B_to_C,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"fatherOf(B,A) ∧ grandfatherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[fatherOf]B→[grandfatherOf]C ⇒ A↔[uncleOf,nephewOf]C",fatherOf,grandfatherOf,uncleOf,nephewOf,199,1294,0.014398379277910427,0.15378670788253476
"granddaughterOf(B,A) ∧ nieceOf(B,C) → motherOf(A,C) ∧ sonOf(C,A)","A←[granddaughterOf]B→[nieceOf]C ⇒ A↔[motherOf,sonOf]C",granddaughterOf,nieceOf,motherOf,sonOf,96,629,0.006945951812459301,0.15262321144674085
"girlCousinOf(B,A) ∧ girlCousinOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[girlCousinOf]B→[girlCousinOf]C ⇒ A↔[brotherOf,sisterOf]C",girlCousinOf,girlCousinOf,brotherOf,sisterOf,91,602,0.006584183488893712,0.1511627906976744
"secondUncleOf(B,A) ∧ brotherOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[secondUncleOf]B→[brotherOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",secondUncleOf,brotherOf,boyFirstCousinOnceRemovedOf,secondUncleOf,34,226,0.0024600246002460025,0.1504424778761062
"boyFirstCousinOnceRemovedOf(B,A) ∧ grandsonOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[grandsonOf]C ⇒ A↔[nephewOf,uncleOf]C",boyFirstCousinOnceRemovedOf,grandsonOf,nephewOf,uncleOf,27,180,0.0019535489472541786,0.15
"girlCousinOf(B,A) ∧ daughterOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[girlCousinOf]B→[daughterOf]C ⇒ A↔[nephewOf,uncleOf]C",girlCousinOf,daughterOf,nephewOf,uncleOf,40,268,0.002894146588524709,0.14925373134328357
"greatAuntOf(B,A) ∧ auntOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[greatAuntOf]B→[auntOf]C ⇒ A↔[nieceOf,uncleOf]C",greatAuntOf,auntOf,nieceOf,uncleOf,140,941,0.010129513059836481,0.1487778958554729
"sisterOf(B,A) ∧ auntOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[sisterOf]B→[auntOf]C ⇒ A↔[uncleOf,nephewOf]C",sisterOf,auntOf,uncleOf,nephewOf,176,1184,0.012734244989508718,0.14864864864864866
"grandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[grandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[auntOf,nieceOf]C",grandmotherOf,greatGrandmotherOf,auntOf,nieceOf,258,1737,0.01866724549598437,0.14853195164075994
"grandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[grandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[auntOf,nieceOf]C",grandfatherOf,greatGrandfatherOf,auntOf,nieceOf,258,1737,0.01866724549598437,0.14853195164075994
"grandmotherOf(B,A) ∧ auntOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[grandmotherOf]B→[auntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",grandmotherOf,auntOf,girlFirstCousinOnceRemovedOf,secondUncleOf,25,169,0.001808841617827943,0.14792899408284024
"greatUncleOf(B,A) ∧ greatUncleOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[greatUncleOf]B→[greatUncleOf]C ⇒ A↔[brotherOf,brotherOf]C",greatUncleOf,greatUncleOf,brotherOf,brotherOf,40,272,0.002894146588524709,0.14705882352941177
"secondUncleOf(B,A) ∧ boyCousinOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[secondUncleOf]B→[boyCousinOf]C ⇒ A↔[nephewOf,uncleOf]C",secondUncleOf,boyCousinOf,nephewOf,uncleOf,63,430,0.0045582808769264165,0.14651162790697675
"girlSecondCousinOf(B,A) ∧ girlSecondCousinOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[girlSecondCousinOf]B→[girlSecondCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",girlSecondCousinOf,girlSecondCousinOf,sisterOf,brotherOf,6,41,0.0004341219882787063,0.14634146341463414
"sisterOf(B,A) ∧ girlSecondCousinOf(B,C) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[sisterOf]B→[girlSecondCousinOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",sisterOf,girlSecondCousinOf,girlSecondCousinOf,girlSecondCousinOf,6,41,0.0004341219882787063,0.14634146341463414
"secondAuntOf(B,A) ∧ girlCousinOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[secondAuntOf]B→[girlCousinOf]C ⇒ A↔[nieceOf,uncleOf]C",secondAuntOf,girlCousinOf,nieceOf,uncleOf,77,530,0.0055712321829100644,0.14528301886792452
"boyCousinOf(B,A) ∧ brotherOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[boyCousinOf]B→[brotherOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",boyCousinOf,brotherOf,boyCousinOf,boyCousinOf,86,593,0.006222415165328124,0.14502529510961215
"secondAuntOf(B,A) ∧ secondAuntOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[secondAuntOf]B→[secondAuntOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",secondAuntOf,secondAuntOf,girlCousinOf,girlCousinOf,20,138,0.0014470732942623544,0.14492753623188406
"auntOf(B,A) ∧ auntOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[brotherOf,brotherOf]C",auntOf,auntOf,brotherOf,brotherOf,111,766,0.008031256783156067,0.14490861618798956
"secondUncleOf(B,A) ∧ boyCousinOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[secondUncleOf]B→[boyCousinOf]C ⇒ A↔[nieceOf,uncleOf]C",secondUncleOf,boyCousinOf,nieceOf,uncleOf,62,430,0.004485927212213299,0.14418604651162792
"girlFirstCousinOnceRemovedOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[brotherOf,brotherOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,brotherOf,brotherOf,24,167,0.0017364879531148252,0.1437125748502994
"auntOf(B,A) ∧ auntOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[sisterOf,sisterOf]C",auntOf,auntOf,sisterOf,sisterOf,110,766,0.00795890311844295,0.14360313315926893
"boySecondCousinOf(B,A) ∧ sonOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[boySecondCousinOf]B→[sonOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",boySecondCousinOf,sonOf,boyFirstCousinOnceRemovedOf,secondAuntOf,6,42,0.0004341219882787063,0.14285714285714285
"uncleOf(B,A) ∧ brotherOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[uncleOf]B→[brotherOf]C ⇒ A↔[nephewOf,uncleOf]C",uncleOf,brotherOf,nephewOf,uncleOf,128,897,0.009261269083279068,0.1426978818283166
"brotherOf(B,A) ∧ nephewOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[brotherOf]B→[nephewOf]C ⇒ A↔[nephewOf,uncleOf]C",brotherOf,nephewOf,nephewOf,uncleOf,100,703,0.007235366471311772,0.1422475106685633
"girlCousinOf(B,A) ∧ nieceOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[girlCousinOf]B→[nieceOf]C ⇒ A↔[nephewOf,uncleOf]C",girlCousinOf,nieceOf,nephewOf,uncleOf,117,823,0.008465378771434773,0.1421628189550425
"greatAuntOf(B,A) ∧ auntOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[greatAuntOf]B→[auntOf]C ⇒ A↔[nephewOf,auntOf]C",greatAuntOf,auntOf,nephewOf,auntOf,132,941,0.00955068374213154,0.14027630180658873
"greatUncleOf(B,A) ∧ brotherOf(B,C) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A←[greatUncleOf]B→[brotherOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",greatUncleOf,brotherOf,granddaughterOf,grandmotherOf,33,237,0.002387670935532885,0.13924050632911392
"granddaughterOf(B,A) ∧ greatGranddaughterOf(B,C) → daughterOf(A,C) ∧ motherOf(C,A)","A←[granddaughterOf]B→[greatGranddaughterOf]C ⇒ A↔[daughterOf,motherOf]C",granddaughterOf,greatGranddaughterOf,daughterOf,motherOf,52,374,0.0037623905650821213,0.13903743315508021
"grandmotherOf(B,A) ∧ grandmotherOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[grandmotherOf]B→[grandmotherOf]C ⇒ A↔[brotherOf,brotherOf]C",grandmotherOf,grandmotherOf,brotherOf,brotherOf,156,1128,0.011287171695246364,0.13829787234042554
"grandfatherOf(B,A) ∧ grandfatherOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[grandfatherOf]B→[grandfatherOf]C ⇒ A↔[brotherOf,brotherOf]C",grandfatherOf,grandfatherOf,brotherOf,brotherOf,156,1128,0.011287171695246364,0.13829787234042554
"boyCousinOf(B,A) ∧ boyCousinOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[boyCousinOf]B→[boyCousinOf]C ⇒ A↔[brotherOf,sisterOf]C",boyCousinOf,boyCousinOf,brotherOf,sisterOf,61,445,0.004413573547500181,0.13707865168539327
"grandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[grandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[uncleOf,nephewOf]C",grandmotherOf,greatGrandmotherOf,uncleOf,nephewOf,237,1737,0.017147818537008898,0.13644214162348878
"grandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[grandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[uncleOf,nephewOf]C",grandfatherOf,greatGrandfatherOf,uncleOf,nephewOf,237,1737,0.017147818537008898,0.13644214162348878
"girlCousinOf(B,A) ∧ girlCousinOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[girlCousinOf]B→[girlCousinOf]C ⇒ A↔[brotherOf,brotherOf]C",girlCousinOf,girlCousinOf,brotherOf,brotherOf,82,602,0.005933000506475653,0.1362126245847176
"greatUncleOf(B,A) ∧ greatUncleOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatUncleOf]B→[greatUncleOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",greatUncleOf,greatUncleOf,boyCousinOf,girlCousinOf,37,272,0.0026770855943853557,0.13602941176470587
"grandmotherOf(B,A) ∧ grandmotherOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[grandmotherOf]B→[grandmotherOf]C ⇒ A↔[brotherOf,sisterOf]C",grandmotherOf,grandmotherOf,brotherOf,sisterOf,153,1128,0.01107011070110701,0.1356382978723404
"grandfatherOf(B,A) ∧ grandfatherOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[grandfatherOf]B→[grandfatherOf]C ⇒ A↔[brotherOf,sisterOf]C",grandfatherOf,grandfatherOf,brotherOf,sisterOf,153,1128,0.01107011070110701,0.1356382978723404
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[sisterOf,sisterOf]C",greatGrandfatherOf,greatGrandfatherOf,sisterOf,sisterOf,129,955,0.009333622747992185,0.13507853403141362
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[sisterOf,sisterOf]C",greatGrandmotherOf,greatGrandmotherOf,sisterOf,sisterOf,129,955,0.009333622747992185,0.13507853403141362
"uncleOf(B,A) ∧ uncleOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[uncleOf]B→[uncleOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",uncleOf,uncleOf,girlCousinOf,girlCousinOf,71,530,0.005137110194631358,0.1339622641509434
"girlSecondCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[girlSecondCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[nieceOf,uncleOf]C",girlSecondCousinOf,girlFirstCousinOnceRemovedOf,nieceOf,uncleOf,22,165,0.0015917806236885898,0.13333333333333333
"greatUncleOf(B,A) ∧ grandfatherOf(B,C) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[greatUncleOf]B→[grandfatherOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",greatUncleOf,grandfatherOf,girlSecondCousinOf,boySecondCousinOf,10,75,0.0007235366471311772,0.13333333333333333
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[brotherOf,sisterOf]C",boySecondCousinOf,boySecondCousinOf,brotherOf,sisterOf,6,45,0.0004341219882787063,0.13333333333333333
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",boySecondCousinOf,boySecondCousinOf,girlCousinOf,girlCousinOf,6,45,0.0004341219882787063,0.13333333333333333
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boySecondCousinOf,boySecondCousinOf,boyCousinOf,girlCousinOf,6,45,0.0004341219882787063,0.13333333333333333
"boyCousinOf(B,A) ∧ boyCousinOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boyCousinOf]B→[boyCousinOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",boyCousinOf,boyCousinOf,girlCousinOf,girlCousinOf,59,445,0.004268866218073946,0.13258426966292136
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",greatAuntOf,greatAuntOf,boyCousinOf,girlCousinOf,52,393,0.0037623905650821213,0.13231552162849872
"girlFirstCousinOnceRemovedOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[sisterOf,sisterOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,sisterOf,sisterOf,22,167,0.0015917806236885898,0.1317365269461078
"girlFirstCousinOnceRemovedOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[brotherOf,sisterOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,brotherOf,sisterOf,22,167,0.0015917806236885898,0.1317365269461078
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[sisterOf,brotherOf]C",greatGrandmotherOf,greatGrandmotherOf,sisterOf,brotherOf,123,955,0.008899500759713479,0.12879581151832462
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[sisterOf,brotherOf]C",greatGrandfatherOf,greatGrandfatherOf,sisterOf,brotherOf,123,955,0.008899500759713479,0.12879581151832462
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",greatGrandfatherOf,greatGrandfatherOf,boyCousinOf,girlCousinOf,123,955,0.008899500759713479,0.12879581151832462
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",greatGrandmotherOf,greatGrandmotherOf,boyCousinOf,girlCousinOf,123,955,0.008899500759713479,0.12879581151832462
"greatUncleOf(B,A) ∧ greatUncleOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[greatUncleOf]B→[greatUncleOf]C ⇒ A↔[sisterOf,brotherOf]C",greatUncleOf,greatUncleOf,sisterOf,brotherOf,35,272,0.0025323782649591202,0.12867647058823528
"secondUncleOf(B,A) ∧ secondUncleOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[secondUncleOf]B→[secondUncleOf]C ⇒ A↔[sisterOf,sisterOf]C",secondUncleOf,secondUncleOf,sisterOf,sisterOf,14,109,0.0010129513059836481,0.12844036697247707
"greatAuntOf(B,A) ∧ grandmotherOf(B,C) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[greatAuntOf]B→[grandmotherOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",greatAuntOf,grandmotherOf,boySecondCousinOf,girlSecondCousinOf,7,55,0.0005064756529918241,0.12727272727272726
"boySecondCousinOf(B,A) ∧ brotherOf(B,C) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[boySecondCousinOf]B→[brotherOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",boySecondCousinOf,brotherOf,girlSecondCousinOf,girlSecondCousinOf,8,63,0.0005788293177049418,0.12698412698412698
"boyCousinOf(B,A) ∧ nephewOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[boyCousinOf]B→[nephewOf]C ⇒ A↔[nephewOf,uncleOf]C",boyCousinOf,nephewOf,nephewOf,uncleOf,88,706,0.006367122494754359,0.12464589235127478
"uncleOf(B,A) ∧ uncleOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[uncleOf]B→[uncleOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",uncleOf,uncleOf,boyCousinOf,girlCousinOf,66,530,0.00477534187106577,0.12452830188679245
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",greatGrandfatherOf,greatGrandfatherOf,girlCousinOf,girlCousinOf,118,955,0.008537732436147891,0.12356020942408377
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",greatGrandmotherOf,greatGrandmotherOf,girlCousinOf,girlCousinOf,118,955,0.008537732436147891,0.12356020942408377
"uncleOf(B,A) ∧ greatUncleOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[uncleOf]B→[greatUncleOf]C ⇒ A↔[uncleOf,nieceOf]C",uncleOf,greatUncleOf,uncleOf,nieceOf,70,571,0.0050647565299182405,0.12259194395796848
"girlSecondCousinOf(B,A) ∧ girlSecondCousinOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[girlSecondCousinOf]B→[girlSecondCousinOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",girlSecondCousinOf,girlSecondCousinOf,boyCousinOf,boyCousinOf,5,41,0.0003617683235655886,0.12195121951219512
"greatUncleOf(B,A) ∧ greatUncleOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[greatUncleOf]B→[greatUncleOf]C ⇒ A↔[brotherOf,sisterOf]C",greatUncleOf,greatUncleOf,brotherOf,sisterOf,33,272,0.002387670935532885,0.1213235294117647
"secondUncleOf(B,A) ∧ boyCousinOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[secondUncleOf]B→[boyCousinOf]C ⇒ A↔[nieceOf,auntOf]C",secondUncleOf,boyCousinOf,nieceOf,auntOf,52,430,0.0037623905650821213,0.12093023255813953
"secondAuntOf(B,A) ∧ motherOf(B,C) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[secondAuntOf]B→[motherOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",secondAuntOf,motherOf,girlSecondCousinOf,boySecondCousinOf,6,50,0.0004341219882787063,0.12
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[sisterOf,sisterOf]C",greatAuntOf,greatAuntOf,sisterOf,sisterOf,47,393,0.0034006222415165327,0.11959287531806616
"secondUncleOf(B,A) ∧ secondUncleOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[secondUncleOf]B→[secondUncleOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",secondUncleOf,secondUncleOf,boyCousinOf,girlCousinOf,13,109,0.0009405976412705303,0.11926605504587157
"boySecondCousinOf(B,A) ∧ sonOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[boySecondCousinOf]B→[sonOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",boySecondCousinOf,sonOf,girlFirstCousinOnceRemovedOf,secondAuntOf,5,42,0.0003617683235655886,0.11904761904761904
"secondUncleOf(B,A) ∧ fatherOf(B,C) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[secondUncleOf]B→[fatherOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",secondUncleOf,fatherOf,girlSecondCousinOf,girlSecondCousinOf,8,68,0.0005788293177049418,0.11764705882352941
"auntOf(B,A) ∧ auntOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",auntOf,auntOf,girlCousinOf,girlCousinOf,90,766,0.006511829824180595,0.1174934725848564
"uncleOf(B,A) ∧ greatUncleOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[uncleOf]B→[greatUncleOf]C ⇒ A↔[auntOf,nieceOf]C",uncleOf,greatUncleOf,auntOf,nieceOf,67,571,0.004847695535778887,0.11733800350262696
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",greatAuntOf,greatAuntOf,girlCousinOf,girlCousinOf,46,393,0.003328268576803415,0.11704834605597965
"girlSecondCousinOf(B,A) ∧ daughterOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[girlSecondCousinOf]B→[daughterOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlSecondCousinOf,daughterOf,girlFirstCousinOnceRemovedOf,secondAuntOf,5,43,0.0003617683235655886,0.11627906976744186
"secondAuntOf(B,A) ∧ secondAuntOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[secondAuntOf]B→[secondAuntOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",secondAuntOf,secondAuntOf,boyCousinOf,boyCousinOf,16,138,0.0011576586354098836,0.11594202898550725
"secondAuntOf(B,A) ∧ secondAuntOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[secondAuntOf]B→[secondAuntOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",secondAuntOf,secondAuntOf,boyCousinOf,girlCousinOf,16,138,0.0011576586354098836,0.11594202898550725
"girlSecondCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → sonOf(A,C) ∧ fatherOf(C,A)","A←[girlSecondCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[sonOf,fatherOf]C",girlSecondCousinOf,girlFirstCousinOnceRemovedOf,sonOf,fatherOf,19,165,0.0013747196295492367,0.11515151515151516
"uncleOf(B,A) ∧ uncleOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[uncleOf]B→[uncleOf]C ⇒ A↔[brotherOf,sisterOf]C",uncleOf,uncleOf,brotherOf,sisterOf,61,530,0.004413573547500181,0.11509433962264151
"auntOf(B,A) ∧ auntOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",auntOf,auntOf,boyCousinOf,girlCousinOf,88,766,0.006367122494754359,0.11488250652741515
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[sisterOf,brotherOf]C",greatAuntOf,greatAuntOf,sisterOf,brotherOf,45,393,0.0032559149120902973,0.11450381679389313
"girlFirstCousinOnceRemovedOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,girlCousinOf,girlCousinOf,19,167,0.0013747196295492367,0.11377245508982035
"girlFirstCousinOnceRemovedOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,girlCousinOf,boyCousinOf,19,167,0.0013747196295492367,0.11377245508982035
"uncleOf(B,A) ∧ greatUncleOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[uncleOf]B→[greatUncleOf]C ⇒ A↔[uncleOf,nephewOf]C",uncleOf,greatUncleOf,uncleOf,nephewOf,64,571,0.004630634541639534,0.11208406304728546
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",boySecondCousinOf,boySecondCousinOf,sisterOf,brotherOf,5,45,0.0003617683235655886,0.1111111111111111
