Rule,Pattern,Relation1,Relation2,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A↔[auntOf,nephewOf]C",granddaughterOf,greatGrandsonOf,auntOf,nephewOf,294,476,0.021271977425656608,0.6176470588235294
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",girlSecondCousinOf,boySecondCousinOf,sisterOf,brotherOf,11,18,0.0007958903118442949,0.6111111111111112
"boyCousinOf(A,B) ∧ girlCousinOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[boyCousinOf]B←[girlCousinOf]C ⇒ A↔[brotherOf,sisterOf]C",boyCousinOf,girlCousinOf,brotherOf,sisterOf,152,249,0.010997757036393893,0.6104417670682731
"secondUncleOf(A,B) ∧ greatUncleOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[secondUncleOf]B←[greatUncleOf]C ⇒ A↔[nephewOf,uncleOf]C",secondUncleOf,greatUncleOf,nephewOf,uncleOf,25,41,0.001808841617827943,0.6097560975609756
"grandsonOf(A,B) ∧ granddaughterOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[grandsonOf]B←[granddaughterOf]C ⇒ A↔[brotherOf,sisterOf]C",grandsonOf,granddaughterOf,brotherOf,sisterOf,306,506,0.02214022140221402,0.6047430830039525
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A↔[auntOf,nieceOf]C",granddaughterOf,greatGranddaughterOf,auntOf,nieceOf,248,420,0.017943708848853195,0.5904761904761905
"daughterOf(A,B) ∧ granddaughterOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[daughterOf]B←[granddaughterOf]C ⇒ A↔[auntOf,nieceOf]C",daughterOf,granddaughterOf,auntOf,nieceOf,180,306,0.01302365964836119,0.5882352941176471
"nephewOf(A,B) ∧ nephewOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[nephewOf]B←[nephewOf]C ⇒ A↔[brotherOf,brotherOf]C",nephewOf,nephewOf,brotherOf,brotherOf,161,274,0.011648940018811952,0.5875912408759124
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A↔[nieceOf,uncleOf]C",girlSecondCousinOf,secondUncleOf,nieceOf,uncleOf,31,53,0.0022429636061066494,0.5849056603773585
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A↔[nephewOf,uncleOf]C",boySecondCousinOf,secondUncleOf,nephewOf,uncleOf,35,60,0.0025323782649591202,0.5833333333333334
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A↔[uncleOf,nieceOf]C",grandsonOf,greatGranddaughterOf,uncleOf,nieceOf,202,348,0.014615440272049779,0.5804597701149425
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A↔[nephewOf,uncleOf]C",greatGrandsonOf,grandsonOf,nephewOf,uncleOf,260,448,0.018811952825410608,0.5803571428571429
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[brotherOf,brotherOf]C",boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,brotherOf,brotherOf,40,69,0.002894146588524709,0.5797101449275363
"sonOf(A,B) ∧ grandsonOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[sonOf]B←[grandsonOf]C ⇒ A↔[uncleOf,nephewOf]C",sonOf,grandsonOf,uncleOf,nephewOf,152,269,0.010997757036393893,0.5650557620817844
"nieceOf(A,B) ∧ nieceOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[nieceOf]B←[nieceOf]C ⇒ A↔[sisterOf,sisterOf]C",nieceOf,nieceOf,sisterOf,sisterOf,199,360,0.014398379277910427,0.5527777777777778
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A↔[uncleOf,nephewOf]C",grandsonOf,greatGrandsonOf,uncleOf,nephewOf,214,388,0.015483684248607191,0.5515463917525774
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A↔[uncleOf,nieceOf]C",secondUncleOf,girlSecondCousinOf,uncleOf,nieceOf,19,35,0.0013747196295492367,0.5428571428571428
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,boyCousinOf,girlCousinOf,29,54,0.002098256276680414,0.5370370370370371
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[uncleOf,nephewOf]C",boyCousinOf,boyFirstCousinOnceRemovedOf,uncleOf,nephewOf,59,110,0.004268866218073946,0.5363636363636364
"sonOf(A,B) ∧ granddaughterOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[sonOf]B←[granddaughterOf]C ⇒ A↔[fatherOf,daughterOf]C",sonOf,granddaughterOf,fatherOf,daughterOf,134,254,0.009695391071557775,0.5275590551181102
"girlSecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[girlSecondCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[sisterOf,sisterOf]C",girlSecondCousinOf,girlSecondCousinOf,sisterOf,sisterOf,11,21,0.0007958903118442949,0.5238095238095238
"nephewOf(A,B) ∧ nieceOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[nephewOf]B←[nieceOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",nephewOf,nieceOf,boyCousinOf,girlCousinOf,154,299,0.011142464365820129,0.5150501672240803
"greatGrandsonOf(A,B) ∧ greatGrandsonOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[greatGrandsonOf]B←[greatGrandsonOf]C ⇒ A↔[brotherOf,brotherOf]C",greatGrandsonOf,greatGrandsonOf,brotherOf,brotherOf,212,416,0.015338976919180956,0.5096153846153846
"greatGranddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[greatGranddaughterOf]B←[greatGrandsonOf]C ⇒ A↔[sisterOf,brotherOf]C",greatGranddaughterOf,greatGrandsonOf,sisterOf,brotherOf,246,486,0.017799001519426958,0.5061728395061729
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[auntOf,nieceOf]C",girlCousinOf,girlFirstCousinOnceRemovedOf,auntOf,nieceOf,55,109,0.003979451559221475,0.5045871559633027
"greatGranddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[greatGranddaughterOf]B←[greatGranddaughterOf]C ⇒ A↔[sisterOf,sisterOf]C",greatGranddaughterOf,greatGranddaughterOf,sisterOf,sisterOf,258,516,0.01866724549598437,0.5
"greatGrandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[greatGrandsonOf]B←[greatGranddaughterOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",greatGrandsonOf,greatGranddaughterOf,boyCousinOf,girlCousinOf,246,492,0.017799001519426958,0.5
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,girlCousinOf,girlCousinOf,32,64,0.002315317270819767,0.5
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A↔[auntOf,nieceOf]C",secondAuntOf,girlSecondCousinOf,auntOf,nieceOf,15,30,0.0010853049706967658,0.5
"boySecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[boySecondCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boySecondCousinOf,girlSecondCousinOf,boyCousinOf,girlCousinOf,9,18,0.0006511829824180595,0.5
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A↔[nieceOf,auntOf]C",girlFirstCousinOnceRemovedOf,girlCousinOf,nieceOf,auntOf,51,103,0.0036900369003690036,0.49514563106796117
"nephewOf(A,B) ∧ nieceOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[nephewOf]B←[nieceOf]C ⇒ A↔[brotherOf,sisterOf]C",nephewOf,nieceOf,brotherOf,sisterOf,145,299,0.010491281383402069,0.48494983277591974
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A↔[uncleOf,nephewOf]C",secondUncleOf,boySecondCousinOf,uncleOf,nephewOf,18,38,0.001302365964836119,0.47368421052631576
"sonOf(A,B) ∧ granddaughterOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[sonOf]B←[granddaughterOf]C ⇒ A↔[uncleOf,nieceOf]C",sonOf,granddaughterOf,uncleOf,nieceOf,120,254,0.008682439765574127,0.47244094488188976
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[uncleOf,nieceOf]C",boyCousinOf,girlFirstCousinOnceRemovedOf,uncleOf,nieceOf,47,100,0.0034006222415165327,0.47
"greatGranddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[greatGranddaughterOf]B←[greatGranddaughterOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",greatGranddaughterOf,greatGranddaughterOf,girlCousinOf,girlCousinOf,236,516,0.017075464872295783,0.4573643410852713
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[sisterOf,brotherOf]C",girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,sisterOf,brotherOf,27,60,0.0019535489472541786,0.45
"nieceOf(A,B) ∧ nieceOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[nieceOf]B←[nieceOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",nieceOf,nieceOf,girlCousinOf,girlCousinOf,161,360,0.011648940018811952,0.44722222222222224
"boySecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[boySecondCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[brotherOf,sisterOf]C",boySecondCousinOf,girlSecondCousinOf,brotherOf,sisterOf,8,18,0.0005788293177049418,0.4444444444444444
"sonOf(A,B) ∧ grandsonOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[sonOf]B←[grandsonOf]C ⇒ A↔[fatherOf,sonOf]C",sonOf,grandsonOf,fatherOf,sonOf,117,269,0.008465378771434773,0.4349442379182156
"girlSecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[girlSecondCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",girlSecondCousinOf,girlSecondCousinOf,girlCousinOf,girlCousinOf,9,21,0.0006511829824180595,0.42857142857142855
"greatGrandsonOf(A,B) ∧ greatGrandsonOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[greatGrandsonOf]B←[greatGrandsonOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",greatGrandsonOf,greatGrandsonOf,boyCousinOf,boyCousinOf,176,416,0.012734244989508718,0.4230769230769231
"greatGranddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[greatGranddaughterOf]B←[greatGrandsonOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",greatGranddaughterOf,greatGrandsonOf,girlCousinOf,boyCousinOf,202,486,0.014615440272049779,0.4156378600823045
"greatGrandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[greatGrandsonOf]B←[greatGranddaughterOf]C ⇒ A↔[brotherOf,sisterOf]C",greatGrandsonOf,greatGranddaughterOf,brotherOf,sisterOf,204,492,0.014760147601476014,0.4146341463414634
"nephewOf(A,B) ∧ nephewOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[nephewOf]B←[nephewOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",nephewOf,nephewOf,boyCousinOf,boyCousinOf,113,274,0.008175964112582302,0.4124087591240876
"daughterOf(A,B) ∧ granddaughterOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[daughterOf]B←[granddaughterOf]C ⇒ A↔[motherOf,daughterOf]C",daughterOf,granddaughterOf,motherOf,daughterOf,126,306,0.009116561753852833,0.4117647058823529
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[sisterOf,sisterOf]C",girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,sisterOf,sisterOf,26,64,0.0018811952825410606,0.40625
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",secondAuntOf,girlSecondCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,12,30,0.0008682439765574126,0.4
"grandsonOf(A,B) ∧ granddaughterOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[grandsonOf]B←[granddaughterOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",grandsonOf,granddaughterOf,boyCousinOf,girlCousinOf,200,506,0.014470732942623543,0.3952569169960474
"secondUncleOf(A,B) ∧ greatUncleOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[secondUncleOf]B←[greatUncleOf]C ⇒ A↔[sonOf,fatherOf]C",secondUncleOf,greatUncleOf,sonOf,fatherOf,16,41,0.0011576586354098836,0.3902439024390244
"boyCousinOf(A,B) ∧ girlCousinOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[boyCousinOf]B←[girlCousinOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boyCousinOf,girlCousinOf,boyCousinOf,girlCousinOf,97,249,0.007018305477172419,0.3895582329317269
"granddaughterOf(A,B) ∧ granddaughterOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[granddaughterOf]B←[granddaughterOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",granddaughterOf,granddaughterOf,girlCousinOf,girlCousinOf,236,622,0.017075464872295783,0.37942122186495175
"grandsonOf(A,B) ∧ sonOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[grandsonOf]B←[sonOf]C ⇒ A↔[sonOf,fatherOf]C",grandsonOf,sonOf,sonOf,fatherOf,96,254,0.006945951812459301,0.3779527559055118
"secondUncleOf(A,B) ∧ secondUncleOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[secondUncleOf]B←[secondUncleOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",secondUncleOf,secondUncleOf,boyCousinOf,boyCousinOf,24,65,0.0017364879531148252,0.36923076923076925
"grandsonOf(A,B) ∧ grandsonOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[grandsonOf]B←[grandsonOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",grandsonOf,grandsonOf,boyCousinOf,boyCousinOf,182,494,0.013168366977787425,0.3684210526315789
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",girlCousinOf,girlFirstCousinOnceRemovedOf,secondAuntOf,girlFirstCousinOnceRemovedOf,40,109,0.002894146588524709,0.3669724770642202
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,boyCousinOf,boyCousinOf,25,69,0.001808841617827943,0.36231884057971014
"brotherOf(A,B) ∧ nephewOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[brotherOf]B←[nephewOf]C ⇒ A↔[fatherOf,sonOf]C",brotherOf,nephewOf,fatherOf,sonOf,79,221,0.0057159395123363,0.3574660633484163
"boyCousinOf(A,B) ∧ boyCousinOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[boyCousinOf]B←[boyCousinOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",boyCousinOf,boyCousinOf,boyCousinOf,boyCousinOf,69,194,0.004992402865205123,0.3556701030927835
"greatAuntOf(A,B) ∧ secondAuntOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[greatAuntOf]B←[secondAuntOf]C ⇒ A↔[motherOf,daughterOf]C",greatAuntOf,secondAuntOf,motherOf,daughterOf,34,96,0.0024600246002460025,0.3541666666666667
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[brotherOf,sisterOf]C",boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,brotherOf,sisterOf,19,54,0.0013747196295492367,0.35185185185185186
"nieceOf(A,B) ∧ nephewOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[nieceOf]B←[nephewOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",nieceOf,nephewOf,girlCousinOf,boyCousinOf,127,363,0.00918891541856595,0.349862258953168
"nephewOf(A,B) ∧ brotherOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[nephewOf]B←[brotherOf]C ⇒ A↔[sonOf,fatherOf]C",nephewOf,brotherOf,sonOf,fatherOf,87,249,0.0062947688300412415,0.3493975903614458
"secondAuntOf(A,B) ∧ greatUncleOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[secondAuntOf]B←[greatUncleOf]C ⇒ A↔[daughterOf,fatherOf]C",secondAuntOf,greatUncleOf,daughterOf,fatherOf,16,46,0.0011576586354098836,0.34782608695652173
"girlCousinOf(A,B) ∧ girlCousinOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[girlCousinOf]B←[girlCousinOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",girlCousinOf,girlCousinOf,girlCousinOf,girlCousinOf,113,326,0.008175964112582302,0.34662576687116564
"greatAuntOf(A,B) ∧ secondUncleOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[greatAuntOf]B←[secondUncleOf]C ⇒ A↔[motherOf,sonOf]C",greatAuntOf,secondUncleOf,motherOf,sonOf,32,93,0.002315317270819767,0.34408602150537637
"granddaughterOf(A,B) ∧ grandsonOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[granddaughterOf]B←[grandsonOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",granddaughterOf,grandsonOf,girlCousinOf,boyCousinOf,218,634,0.015773098907459662,0.3438485804416404
"auntOf(A,B) ∧ boyCousinOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[auntOf]B←[boyCousinOf]C ⇒ A↔[motherOf,sonOf]C",auntOf,boyCousinOf,motherOf,sonOf,78,240,0.005643585847623182,0.325
"brotherOf(A,B) ∧ nieceOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[brotherOf]B←[nieceOf]C ⇒ A↔[fatherOf,daughterOf]C",brotherOf,nieceOf,fatherOf,daughterOf,55,171,0.003979451559221475,0.3216374269005848
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[fatherOf,daughterOf]C",boyCousinOf,girlFirstCousinOnceRemovedOf,fatherOf,daughterOf,32,100,0.002315317270819767,0.32
"sisterOf(A,B) ∧ nieceOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[sisterOf]B←[nieceOf]C ⇒ A↔[motherOf,daughterOf]C",sisterOf,nieceOf,motherOf,daughterOf,79,249,0.0057159395123363,0.3172690763052209
"uncleOf(A,B) ∧ boyCousinOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[uncleOf]B←[boyCousinOf]C ⇒ A↔[fatherOf,sonOf]C",uncleOf,boyCousinOf,fatherOf,sonOf,43,137,0.003111207582664062,0.31386861313868614
"girlCousinOf(A,B) ∧ boyCousinOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[girlCousinOf]B←[boyCousinOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",girlCousinOf,boyCousinOf,girlCousinOf,boyCousinOf,87,278,0.0062947688300412415,0.3129496402877698
"daughterOf(A,B) ∧ grandsonOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[daughterOf]B←[grandsonOf]C ⇒ A↔[motherOf,sonOf]C",daughterOf,grandsonOf,motherOf,sonOf,117,377,0.008465378771434773,0.3103448275862069
"boyCousinOf(A,B) ∧ uncleOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[boyCousinOf]B←[uncleOf]C ⇒ A↔[sonOf,fatherOf]C",boyCousinOf,uncleOf,sonOf,fatherOf,49,160,0.003545329570942768,0.30625
"secondAuntOf(A,B) ∧ secondAuntOf(C,B) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[secondAuntOf]B←[secondAuntOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",secondAuntOf,secondAuntOf,girlCousinOf,girlCousinOf,26,85,0.0018811952825410606,0.3058823529411765
"auntOf(A,B) ∧ girlCousinOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[auntOf]B←[girlCousinOf]C ⇒ A↔[motherOf,daughterOf]C",auntOf,girlCousinOf,motherOf,daughterOf,71,235,0.005137110194631358,0.3021276595744681
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A↔[sonOf,fatherOf]C",boySecondCousinOf,secondUncleOf,sonOf,fatherOf,18,60,0.001302365964836119,0.3
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,girlCousinOf,boyCousinOf,18,60,0.001302365964836119,0.3
"granddaughterOf(A,B) ∧ sonOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[granddaughterOf]B←[sonOf]C ⇒ A↔[daughterOf,fatherOf]C",granddaughterOf,sonOf,daughterOf,fatherOf,93,313,0.006728890818319948,0.2971246006389776
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",secondUncleOf,boySecondCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,11,38,0.0007958903118442949,0.2894736842105263
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A↔[fatherOf,daughterOf]C",secondUncleOf,girlSecondCousinOf,fatherOf,daughterOf,10,35,0.0007235366471311772,0.2857142857142857
"secondAuntOf(A,B) ∧ boySecondCousinOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondAuntOf]B←[boySecondCousinOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",secondAuntOf,boySecondCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,11,39,0.0007958903118442949,0.28205128205128205
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",boyCousinOf,boyFirstCousinOnceRemovedOf,secondUncleOf,boyFirstCousinOnceRemovedOf,31,110,0.0022429636061066494,0.2818181818181818
